DATE,VXAPLCLS
2012-01-03,33.29
2012-01-04,31.09
2012-01-05,30.55
2012-01-06,30.07
2012-01-09,32.05
2012-01-10,31.47
2012-01-11,31.48
2012-01-12,32.64
2012-01-13,32.61
2012-01-16,.
2012-01-17,33.88
2012-01-18,32.70
2012-01-19,32.45
2012-01-20,33.56
2012-01-23,33.49
2012-01-24,33.16
2012-01-25,22.18
2012-01-26,21.48
2012-01-27,21.24
2012-01-30,21.52
2012-01-31,21.14
2012-02-01,20.75
2012-02-02,19.67
2012-02-03,19.55
2012-02-06,20.00
2012-02-07,22.63
2012-02-08,24.70
2012-02-09,27.31
2012-02-10,29.09
2012-02-13,30.82
2012-02-14,31.52
2012-02-15,32.93
2012-02-16,32.62
2012-02-17,33.43
2012-02-20,.
2012-02-21,32.77
2012-02-22,32.78
2012-02-23,30.34
2012-02-24,28.76
2012-02-27,29.69
2012-02-28,30.96
2012-02-29,34.60
2012-03-01,34.24
2012-03-02,32.47
2012-03-05,33.81
2012-03-06,34.40
2012-03-07,32.91
2012-03-08,30.08
2012-03-09,29.44
2012-03-12,28.99
2012-03-13,28.31
2012-03-14,37.24
2012-03-15,42.06
2012-03-16,40.73
2012-03-19,38.90
2012-03-20,36.89
2012-03-21,33.60
2012-03-22,32.98
2012-03-23,32.39
2012-03-26,31.89
2012-03-27,32.30
2012-03-28,34.07
2012-03-29,34.69
2012-03-30,35.46
2012-04-02,34.14
2012-04-03,34.37
2012-04-04,35.01
2012-04-05,36.41
2012-04-06,.
2012-04-09,40.13
2012-04-10,42.84
2012-04-11,43.98
2012-04-12,42.72
2012-04-13,44.82
2012-04-16,48.77
2012-04-17,46.78
2012-04-18,45.95
2012-04-19,48.11
2012-04-20,47.87
2012-04-23,46.60
2012-04-24,42.17
2012-04-25,33.65
2012-04-26,32.58
2012-04-27,32.31
2012-04-30,34.04
2012-05-01,32.00
2012-05-02,31.17
2012-05-03,30.74
2012-05-04,31.97
2012-05-07,32.81
2012-05-08,33.66
2012-05-09,33.29
2012-05-10,31.49
2012-05-11,30.40
2012-05-14,32.22
2012-05-15,32.32
2012-05-16,34.37
2012-05-17,37.29
2012-05-18,35.92
2012-05-21,32.72
2012-05-22,33.03
2012-05-23,33.83
2012-05-24,33.51
2012-05-25,33.28
2012-05-28,.
2012-05-29,32.30
2012-05-30,32.86
2012-05-31,32.84
2012-06-01,37.14
2012-06-04,37.99
2012-06-05,35.69
2012-06-06,32.16
2012-06-07,30.99
2012-06-08,29.09
2012-06-11,27.52
2012-06-12,25.37
2012-06-13,27.05
2012-06-14,27.70
2012-06-15,27.17
2012-06-18,26.83
2012-06-19,27.04
2012-06-20,26.31
2012-06-21,27.24
2012-06-22,26.31
2012-06-25,29.48
2012-06-26,29.37
2012-06-27,28.71
2012-06-28,28.66
2012-06-29,27.59
2012-07-02,29.08
2012-07-03,29.24
2012-07-04,.
2012-07-05,29.90
2012-07-06,31.04
2012-07-09,32.11
2012-07-10,35.06
2012-07-11,35.45
2012-07-12,35.14
2012-07-13,34.70
2012-07-16,35.14
2012-07-17,34.30
2012-07-18,34.68
2012-07-19,34.11
2012-07-20,33.53
2012-07-23,34.82
2012-07-24,34.34
2012-07-25,25.33
2012-07-26,24.53
2012-07-27,23.32
2012-07-30,24.00
2012-07-31,26.29
2012-08-01,26.30
2012-08-02,25.94
2012-08-03,24.52
2012-08-06,25.10
2012-08-07,24.36
2012-08-08,24.06
2012-08-09,23.40
2012-08-10,22.22
2012-08-13,20.03
2012-08-14,21.05
2012-08-15,21.58
2012-08-16,21.22
2012-08-17,22.78
2012-08-20,27.28
2012-08-21,29.12
2012-08-22,29.20
2012-08-23,29.96
2012-08-24,29.05
2012-08-27,28.68
2012-08-28,28.00
2012-08-29,27.65
2012-08-30,28.16
2012-08-31,27.72
2012-09-03,.
2012-09-04,30.32
2012-09-05,29.76
2012-09-06,28.68
2012-09-07,28.56
2012-09-10,31.29
2012-09-11,31.11
2012-09-12,29.29
2012-09-13,27.19
2012-09-14,26.71
2012-09-17,26.50
2012-09-18,26.01
2012-09-19,25.29
2012-09-20,26.52
2012-09-21,27.52
2012-09-24,29.88
2012-09-25,32.45
2012-09-26,34.65
2012-09-27,33.18
2012-09-28,34.93
2012-10-01,36.54
2012-10-02,36.06
2012-10-03,34.45
2012-10-04,34.27
2012-10-05,37.03
2012-10-08,39.40
2012-10-09,38.68
2012-10-10,38.05
2012-10-11,37.91
2012-10-12,37.03
2012-10-15,36.79
2012-10-16,36.96
2012-10-17,36.31
2012-10-18,37.79
2012-10-19,43.78
2012-10-22,39.69
2012-10-23,39.87
2012-10-24,38.34
2012-10-25,37.96
2012-10-26,31.30
2012-10-29,.
2012-10-30,.
2012-10-31,31.76
2012-11-01,29.33
2012-11-02,32.82
2012-11-05,31.78
2012-11-06,31.14
2012-11-07,33.24
2012-11-08,37.64
2012-11-09,36.43
2012-11-12,32.71
2012-11-13,31.25
2012-11-14,31.36
2012-11-15,34.94
2012-11-16,38.20
2012-11-19,34.36
2012-11-20,33.30
2012-11-21,32.47
2012-11-22,.
2012-11-23,31.59
2012-11-26,32.53
2012-11-27,32.52
2012-11-28,32.68
2012-11-29,31.92
2012-11-30,32.55
2012-12-03,33.37
2012-12-04,34.43
2012-12-05,40.21
2012-12-06,40.22
2012-12-07,41.59
2012-12-10,41.68
2012-12-11,38.77
2012-12-12,38.97
2012-12-13,39.79
2012-12-14,43.63
2012-12-17,42.88
2012-12-18,40.08
2012-12-19,40.27
2012-12-20,39.58
2012-12-21,39.47
2012-12-24,37.42
2012-12-25,.
2012-12-26,39.60
2012-12-27,39.73
2012-12-28,41.73
2012-12-31,41.01
2013-01-01,.
2013-01-02,38.10
2013-01-03,37.07
2013-01-04,38.34
2013-01-07,39.60
2013-01-08,38.53
2013-01-09,39.49
2013-01-10,40.46
2013-01-11,40.59
2013-01-14,43.49
2013-01-15,44.97
2013-01-16,44.27
2013-01-17,43.08
2013-01-18,42.75
2013-01-21,.
2013-01-22,42.92
2013-01-23,43.84
2013-01-24,32.71
2013-01-25,32.83
2013-01-28,30.93
2013-01-29,28.72
2013-01-30,28.20
2013-01-31,26.87
2013-02-01,27.32
2013-02-04,29.64
2013-02-05,28.11
2013-02-06,29.66
2013-02-07,29.65
2013-02-08,28.64
2013-02-11,30.79
2013-02-12,31.30
2013-02-13,30.51
2013-02-14,29.64
2013-02-15,28.07
2013-02-18,.
2013-02-19,29.35
2013-02-20,30.80
2013-02-21,30.75
2013-02-22,29.66
2013-02-25,32.11
2013-02-26,31.90
2013-02-27,30.48
2013-02-28,30.05
2013-03-01,32.04
2013-03-04,34.86
2013-03-05,31.95
2013-03-06,32.55
2013-03-07,32.51
2013-03-08,30.53
2013-03-11,28.63
2013-03-12,29.92
2013-03-13,29.53
2013-03-14,28.65
2013-03-15,28.08
2013-03-18,29.49
2013-03-19,29.55
2013-03-20,29.74
2013-03-21,29.00
2013-03-22,28.92
2013-03-25,29.21
2013-03-26,27.95
2013-03-27,29.55
2013-03-28,31.08
2013-03-29,.
2013-04-01,35.75
2013-04-02,35.09
2013-04-03,35.54
2013-04-04,36.16
2013-04-05,37.71
2013-04-08,38.28
2013-04-09,36.93
2013-04-10,36.42
2013-04-11,36.03
2013-04-12,36.10
2013-04-15,41.00
2013-04-16,38.39
2013-04-17,45.56
2013-04-18,45.22
2013-04-19,43.50
2013-04-22,42.71
2013-04-23,43.28
2013-04-24,30.33
2013-04-25,28.63
2013-04-26,26.57
2013-04-29,28.58
2013-04-30,28.69
2013-05-01,29.22
2013-05-02,27.38
2013-05-03,26.11
2013-05-06,27.52
2013-05-07,27.46
2013-05-08,26.69
2013-05-09,26.72
2013-05-10,26.28
2013-05-13,26.58
2013-05-14,26.82
2013-05-15,30.22
2013-05-16,29.70
2013-05-17,28.90
2013-05-20,28.35
2013-05-21,28.80
2013-05-22,28.47
2013-05-23,28.39
2013-05-24,27.31
2013-05-27,.
2013-05-28,27.86
2013-05-29,27.72
2013-05-30,27.54
2013-05-31,27.23
2013-06-03,28.34
2013-06-04,27.96
2013-06-05,28.53
2013-06-06,29.48
2013-06-07,29.06
2013-06-10,27.94
2013-06-11,27.13
2013-06-12,27.23
2013-06-13,26.13
2013-06-14,26.42
2013-06-17,25.16
2013-06-18,24.40
2013-06-19,24.40
2013-06-20,27.83
2013-06-21,28.23
2013-06-24,30.64
2013-06-25,29.63
2013-06-26,29.94
2013-06-27,30.67
2013-06-28,30.18
2013-07-01,30.29
2013-07-02,29.23
2013-07-03,29.06
2013-07-04,.
2013-07-05,29.75
2013-07-08,30.32
2013-07-09,31.01
2013-07-10,30.59
2013-07-11,29.67
2013-07-12,29.57
2013-07-15,30.92
2013-07-16,30.15
2013-07-17,29.27
2013-07-18,28.74
2013-07-19,30.20
2013-07-22,29.88
2013-07-23,30.23
2013-07-24,23.46
2013-07-25,23.92
2013-07-26,22.92
2013-07-29,23.60
2013-07-30,23.26
2013-07-31,23.07
2013-08-01,23.03
2013-08-02,23.09
2013-08-05,24.28
2013-08-06,23.60
2013-08-07,23.73
2013-08-08,22.88
2013-08-09,22.51
2013-08-12,24.41
2013-08-13,27.62
2013-08-14,28.86
2013-08-15,29.08
2013-08-16,29.71
2013-08-19,30.97
2013-08-20,30.54
2013-08-21,29.98
2013-08-22,29.31
2013-08-23,28.67
2013-08-26,29.10
2013-08-27,31.63
2013-08-28,30.86
2013-08-29,30.20
2013-08-30,31.05
2013-09-02,.
2013-09-03,31.34
2013-09-04,30.62
2013-09-05,30.82
2013-09-06,31.26
2013-09-09,30.76
2013-09-10,29.87
2013-09-11,29.49
2013-09-12,27.72
2013-09-13,27.36
2013-09-16,28.53
2013-09-17,27.82
2013-09-18,27.86
2013-09-19,28.13
2013-09-20,29.56
2013-09-23,29.95
2013-09-24,29.48
2013-09-25,30.16
2013-09-26,29.68
2013-09-27,30.62
2013-09-30,32.37
2013-10-01,31.08
2013-10-02,30.60
2013-10-03,31.04
2013-10-04,30.57
2013-10-07,31.92
2013-10-08,34.01
2013-10-09,34.14
2013-10-10,32.95
2013-10-11,31.93
2013-10-14,32.26
2013-10-15,31.61
2013-10-16,31.06
2013-10-17,30.30
2013-10-18,32.19
2013-10-21,34.22
2013-10-22,35.08
2013-10-23,34.67
2013-10-24,34.51
2013-10-25,36.68
2013-10-28,34.57
2013-10-29,27.38
2013-10-30,26.49
2013-10-31,25.78
2013-11-01,25.96
2013-11-04,25.02
2013-11-05,25.01
2013-11-06,24.16
2013-11-07,24.16
2013-11-08,22.78
2013-11-11,21.64
2013-11-12,22.08
2013-11-13,21.75
2013-11-14,21.53
2013-11-15,22.02
2013-11-18,22.65
2013-11-19,21.77
2013-11-20,21.68
2013-11-21,21.79
2013-11-22,22.06
2013-11-25,21.77
2013-11-26,22.05
2013-11-27,22.42
2013-11-28,.
2013-11-29,25.72
2013-12-02,25.95
2013-12-03,27.12
2013-12-04,27.30
2013-12-05,28.20
2013-12-06,28.03
2013-12-09,26.50
2013-12-10,25.61
2013-12-11,27.46
2013-12-12,27.23
2013-12-13,27.89
2013-12-16,27.22
2013-12-17,27.78
2013-12-18,28.80
2013-12-19,29.32
2013-12-20,28.87
2013-12-23,27.87
2013-12-24,27.82
2013-12-25,.
2013-12-26,28.04
2013-12-27,28.52
2013-12-30,29.69
2013-12-31,28.65
2014-01-01,.
2014-01-02,30.35
2014-01-03,32.28
2014-01-06,31.49
2014-01-07,30.87
2014-01-08,30.38
2014-01-09,30.60
2014-01-10,30.46
2014-01-13,32.60
2014-01-14,30.80
2014-01-15,31.03
2014-01-16,31.68
2014-01-17,34.17
2014-01-20,.
2014-01-21,32.17
2014-01-22,31.75
2014-01-23,31.61
2014-01-24,33.66
2014-01-27,32.19
2014-01-28,25.23
2014-01-29,24.39
2014-01-30,25.18
2014-01-31,23.91
2014-02-03,25.76
2014-02-04,23.76
2014-02-05,23.47
2014-02-06,22.55
2014-02-07,22.63
2014-02-10,22.27
2014-02-11,22.31
2014-02-12,22.42
2014-02-13,21.64
2014-02-14,21.45
2014-02-17,.
2014-02-18,21.37
2014-02-19,22.02
2014-02-20,21.58
2014-02-21,22.28
2014-02-24,21.31
2014-02-25,21.39
2014-02-26,22.34
2014-02-27,21.51
2014-02-28,21.08
2014-03-03,21.78
2014-03-04,20.13
2014-03-05,19.94
2014-03-06,20.01
2014-03-07,19.29
2014-03-10,19.09
2014-03-11,19.62
2014-03-12,19.67
2014-03-13,20.66
2014-03-14,21.27
2014-03-17,19.65
2014-03-18,18.61
2014-03-19,19.14
2014-03-20,19.63
2014-03-21,20.30
2014-03-24,20.82
2014-03-25,20.21
2014-03-26,20.72
2014-03-27,21.52
2014-03-28,22.99
2014-03-31,23.36
2014-04-01,22.44
2014-04-02,22.46
2014-04-03,22.96
2014-04-04,24.82
2014-04-07,27.07
2014-04-08,26.68
2014-04-09,25.79
2014-04-10,26.59
2014-04-11,28.13
2014-04-14,27.80
2014-04-15,27.26
2014-04-16,26.24
2014-04-17,24.86
2014-04-18,.
2014-04-21,24.79
2014-04-22,24.17
2014-04-23,25.89
2014-04-24,20.00
2014-04-25,20.22
2014-04-28,22.97
2014-04-29,21.65
2014-04-30,21.45
2014-05-01,20.86
2014-05-02,20.48
2014-05-05,21.76
2014-05-06,20.85
2014-05-07,20.84
2014-05-08,19.49
2014-05-09,19.52
2014-05-12,19.27
2014-05-13,17.96
2014-05-14,18.84
2014-05-15,18.83
2014-05-16,19.63
2014-05-19,20.18
2014-05-20,20.08
2014-05-21,19.37
2014-05-22,19.93
2014-05-23,19.96
2014-05-26,.
2014-05-27,21.63
2014-05-28,22.21
2014-05-29,23.36
2014-05-30,24.65
2014-06-02,22.42
2014-06-03,21.79
2014-06-04,23.88
2014-06-05,24.49
2014-06-06,24.35
2014-06-09,21.89
2014-06-10,21.86
2014-06-11,21.40
2014-06-12,21.52
2014-06-13,21.91
2014-06-16,21.17
2014-06-17,21.53
2014-06-18,20.62
2014-06-19,20.93
2014-06-20,21.34
2014-06-23,21.53
2014-06-24,21.87
2014-06-25,22.74
2014-06-26,22.52
2014-06-27,22.73
2014-06-30,25.38
2014-07-01,24.27
2014-07-02,24.37
2014-07-03,24.89
2014-07-04,.
2014-07-07,26.07
2014-07-08,27.00
2014-07-09,26.55
2014-07-10,26.96
2014-07-11,27.44
2014-07-14,28.26
2014-07-15,28.62
2014-07-16,28.90
2014-07-17,31.30
2014-07-18,28.84
2014-07-21,29.08
2014-07-22,28.34
2014-07-23,21.99
2014-07-24,21.44
2014-07-25,22.13
2014-07-28,22.94
2014-07-29,23.06
2014-07-30,22.54
2014-07-31,26.31
2014-08-01,27.63
2014-08-04,26.25
2014-08-05,27.96
2014-08-06,28.13
2014-08-07,28.55
